smiles,proba
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1,0.06406047
O=S1(=O)c2ccccc2-c2ccc(N3CCN4CCC3CC4)cc21,0.9336421
Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,0.17227963
CCc1c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)cnn1C1CCN(C(C)=O)CC1,0.58265394
N#Cc1ccc(N2CCN(Cc3cc(C(=O)NC4CCCCC4O)c(=O)n4ccccc34)CC2)cc1,0.09302843
O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1,0.6271121
Cc1cccc(CN(C(=O)C2CNCCC23OCc2cc(F)c(F)cc23)C2CC2)c1C,0.6455406
COc1cc(-c2cn(CC(=O)N(C(C)c3ccccc3)C(C)c3ccccc3)nn2)ccc1-n1cnc(C)c1,0.880661
CC(C)S(=O)(=O)NC1CN(C)CC1c1ccc(-c2cccc(C(F)(F)F)c2)cc1,0.9657625
O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0.0058079013
COc1cc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,0.774862
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,0.30668187
CCOC(=O)C1=C(CN2CCN(C)CC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0.14987832
CC(C)(F)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,0.62789106
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccccn1,0.98155355
Nc1ncc(-c2ccncc2)nc1-c1ccc(C(F)(F)F)nc1,0.19540752
Cc1[nH]c2ccccc2c1C1CCN(Cc2ccc(C=CC(=O)NO)cc2)C1,0.21459386
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccccc4OC(F)(F)F)C3C2)n1C,0.9942826
Cn1c2c(c3cc(C(=O)NCCCC(=O)NC4CC4)ccc31)CC(C1CCOCC1)CC2,0.065696254
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CC(C)OC(C)C4)nc3n2)cc1CO,0.102323495
CC(=O)NCCc1ccccc1-c1ccc(C2CNCCC2c2cccnc2)c(Cl)c1,0.88177305
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccc(Cl)cc5)c4)n[nH]c2-3)CC1,0.946408
Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3,0.101262026
NC1CN(c2ccncn2)CCC1c1cc(F)c(F)cc1F,0.38655052
O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,0.8723164
CC(OC1CC(C)N(C)C(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.9380052
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)Nc1ccnn1C)C2=O,0.08448125
O=C(c1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC(F)(F)F)n2)CC1,0.22997823
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1,0.9569729
c1ccc2cc(COC3CCNC3)ccc2c1,0.36869797
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(-c3ccccn3)n2)c(F)c1F,0.15047675
CC(=O)ONc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,0.28447166
CC(C)(O)CNC(=O)c1ccc(C2(c3ccc(OCc4cnc(N)cn4)cc3)CCCO2)cn1,0.15378655
Cn1cc2c(OCC3CCN(CCc4ccc(CO)cc4)CC3)nc3ccccc3c2c1,0.8214299
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)cc2)C3C)n1,0.06280089
CN1CC2CC1CN2c1ccc(-c2ccc3[nH]ccc3c2)nn1,0.17051788
COC1COCCC1NC1CC2CN(C(=O)OCCN3CCOCC3)CC2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0.0053581656
Cn1c(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,0.9680855
CNC(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1,0.08884214
Cc1nc2n(c(=O)c1CCN1CCC(C3NOc4cc(F)ccc43)CC1)CCCC2,0.9018469
CCCCCCCN(CC)CC=Cc1ccc(Cl)cc1,0.96346784
Nc1nc(-c2ccccc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,0.6223598
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C,0.1266289
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)C3C)n1,0.30478597
Cn1cc(-c2nc3c(N4CCN(Cc5cccnc5)CC4)c(Br)cnc3[nH]2)cn1,0.32516214
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ncccc32)CC1,0.3880448
CC(=C(F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1,0.77334493
CS(=O)(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)cn2)CC1,0.19889823
CC(C)(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CCNC5)ccc32)no1,0.37296563
CC(C)N1CCC(Oc2ccc(N3CCN(C(=O)c4ccc(C#N)cc4)CC3=O)cc2)CC1,0.20574373
CN1CC2CC1CN2c1ccc(-c2ccc3sccc3c2)cn1,0.8999838
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N=c1scc(-c2ccccc2)n1-c1ccccc1,0.6089167
COc1ccc(C2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC(F)(F)F)cc2)cc1,0.3152594
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)C1c1ccnc(S(N)(=O)=O)c1,0.02656472
O=C(O)C(Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0.36893633
COc1ccc2c(c1)CC(CCN(C)C)=C2C(C)c1nccs1,0.851572
Cc1cccc(-c2ccc(C#Cc3cccc(C#Cc4ccc(-c5cccc(C)c5)cc4)[n+]3C)cc2)c1,0.98129326
O=C(NC(CCN1CCC(c2noc(Cc3ccccc3)n2)CC1)c1ccccc1)C1CCC1,0.86851776
COc1cc(Nc2nn3c(NC(CO)C(C)C)cc(C(C)C)nc3c2C(N)=O)cc(OC)c1,0.45326662
Cc1ccnnc1N1CCN(C(=O)Nc2ccc(C(C)(C)C)cc2)C(C)C1,0.23572627
O=C(NCC(=O)N1CCC(NC2CCC(O)(c3ccc(-c4nccs4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,0.046560187
CC(C(=O)NC1(c2ccccc2)CCC(N2CCCCC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.98577327
COc1ccc2ncc(F)c(CCC34CCC(N(C)C(=O)c5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,0.84231144
NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CC[N+]1(CCOCC1)C2,0.87935364
CC(=O)Nc1cc(Nc2cc(NC3CCC3)n3ncc(C#N)c3n2)c(F)cc1C,0.136264
CCc1nc2cc3c(c(C)c2o1)CCN(CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,0.9042962
CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,0.13047852
CCOCC1(COCC)NC(c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,0.877565
Cc1c[nH]c2c(Nc3nc(NC4CCCCC4N)cc4nc[nH]c(=O)c34)cccc12,0.6200925
CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1C,0.9470871
N#Cc1cccc(CC(C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.6052905
COc1cc(C=Cc2nc3cc(Cl)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,0.43773422
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.0051765316
COc1cc(-c2cn(Cc3ccc4ccsc4c3)nn2)ccc1-n1cnc(C)c1,0.628894
CC1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,0.29593706
Fc1cccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)c1,0.74733937
O=C1CC(Cc2ccccc2)CCN1CC(O)c1ccc(O)cc1,0.11770839
O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(Cl)ccc1F,0.94814354
CC(c1ccc(-c2ccc(=O)[nH]c2)cc1)C(N)C(=O)N1CCC(F)C1,0.08864038
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)c(F)cc1C,0.12787431
CCc1ccn2ccnc2c1N1CCCN(C(CC(N)=O)C2CCN(C(=O)C3CC4CCC3O4)CC2)CC1,0.13126229
CCOC(=O)c1c(-c2ccc(N(C)C)cc2)csc1N,0.76285684
CNC(=O)c1ccn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,0.88376004
CCCC1(O)C(C)CN(C(=O)C2CN(c3cccnn3)CC2c2ccc(F)cc2F)CC1C,0.51361686
O=C(C1CNCCC12OCc1cc(F)c(F)cc12)N(Cc1cccc2ccccc12)C1CC1,0.83215785
CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,0.674729
Cc1cc(C2C=CN=CN2)c(C)s1,0.031651307
CCN1CC(NS(=O)(=O)C(C)C)C(c2ccc(-c3cccc(NS(C)(=O)=O)c3)cc2)C1,0.85466176
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,0.06209693
NC(=O)c1cnc(OC2CCCNC2)c2cc(-c3ccccc3)sc12,0.3277355
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,0.94839907
COc1ccc(C(C)NC2CCC(C(=O)N3CCC(c4ccccc4)(c4ccc(OC)nc4)CC3)C(C)(C)C2)cc1,0.79849225
CC(=O)OC1C(C)OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C1OC(C)=O,0.02356224
Nc1cc(-c2ccncc2)c[nH]c1=O,0.017237358
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(F)c2)cc1,0.97187287
Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cnccn1,0.97752005
Cc1cccc(CC(C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.24073856
O=C(C1CC2(CCN(C3CCOCC3)CC2)C1)N1CCN2CCCCC2C1,0.08108215
N#Cc1ccccc1CC(C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0.57426816
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)c(Cl)cc2o1,0.9565115
CC(COc1ccc(C2=NNC(=O)C3CC23)cc1)CN1CCCC1C,0.17434876
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,0.03484065
CNCc1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,0.9144086
COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCCN1CCCC1,0.87303424
Fc1ccccc1-c1nc2ccn(Cc3cc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)no3)cc-2n1,0.77574784
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3ncn4c3CCCC4)nc12,0.10071353
COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(C)ns2)c1,0.43164757
O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(F)c(F)c1,0.48179772
COC1COCCC1NC1CC2CCCC2(C(=O)N2CCc3ccc(OC(F)(F)F)cc3C2)C1,0.4062733
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(N6CCN(C)CC6)c5)nc34)CC2)no1,0.88512343
Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,0.81033146
NC(=O)c1cccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)c1,0.81697357
NC(=O)c1cnc(NC(C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,0.5979553
CN1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccc(Cl)cc2)CC1,0.91513264
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0.0020888736
CN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,0.69526047
Cn1c(SCCCN2CC3CCN(c4cccc(C(F)(F)F)c4)C3C2)nnc1-c1cnccn1,0.9791033
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CCC5)cc4c(=O)c3c2)cn1,0.17503268
NC1=NC2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCCC2CS1,0.6766302
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1,0.96869946
CC1(C)c2cc(C3CCN(CC4(O)CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,0.61650753
CC(C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,0.6372803
N=C(c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCC(C(=O)O)CC1,0.8088739
COc1cccc2c1OC(c1ccc(OCCCN3CCCC3C)cc1)C(C)S2(=O)=O,0.9349223
Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(-c6ccccc6)cc5[nH]4)c3N)ccc2[nH]1,0.61723197
Clc1cccc(-c2ncccc2CC(c2cccnc2)c2cccnc2)c1,0.13110298
CN(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCCC1CN1CCCC1,0.7275312
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,0.21783753
Cc1cc(C)n(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,0.93631303
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12,0.8793547
OC1CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,0.2043142
O=C(CN1C(C(=O)c2ccccc2)=C(O)c2ccccc2S1(=O)=O)c1ccccc1,0.057293188
CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,0.16476865
CC1CC(=O)NN=C1c1ccc(OC2CCN(C3CCC3)CC2)cc1,0.11958828
Cc1nc2c(Cl)cccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,0.8471215
COc1cc(Cl)ccc1Oc1ccccc1CN(C)C,0.90042794
NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,0.7645138
CCCCN(CC)CC#CCCc1ccc(Cl)cc1,0.9644893
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,0.38215926
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,0.9573566
COCCN(C)Cc1csc(-c2cn(CC3CCCCC3)c3c(Cl)cccc23)n1,0.99296826
Cc1ccc(-n2nc(C)c(C(=O)NC3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1,0.40011218
CC(C#N)=C1CCN(c2ccc(N3CC(Cn4cc(F)nn4)OC3=O)cc2F)CC1,0.2666385
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C(C)=O)CC1,0.4181626
COc1cc2c(cc1CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)COC2=O,0.3366374
COc1cccc2cc3n(c12)CCN(CCCCNC(=O)c1cc2ccccc2cn1)C3,0.6983102
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,0.0019793287
CC(=O)N1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1,0.14895453
COCC(C)(N)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1,0.27547625
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(-c5ccccc5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,0.9111988
CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0.6974915
O=C(N1CCc2ncc(C(F)(F)F)cc2C1)C12CCOC1CC(NC1CCOCC1)C2,0.08275889
CC1CN(c2noc(C(F)(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,0.30155
Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)Nc2ccc(F)cn2)c(C)n1,0.31890744
CC[N+](CC)(CC)CC,0.019201746
CCCCCCCN(CC)CCCCc1ccc(N)cc1,0.89417213
Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,0.11969955
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC(=O)C5CC5)ncn4)cc3)cc2C(F)(F)F)CC1,0.2903256
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(C=CC(=O)NO)cc2Cl)C1,0.57423973
OCc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,0.29843804
C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,0.5038668
NC1CCCN(c2c(C=C3SC(O)=NC3=O)cccc2-c2ccccc2)C1,0.071285136
Nc1ccnc(N2CCC(n3c(=O)n(-c4ccccc4)c4cccnc43)CC2)c1,0.6299191
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCCC(N2CCN(CCO)CC2)C3)ncc1Cl,0.88061637
Cc1ccc(OCCCc2cccc(C#CCOc3ccccc3)[n+]2C)cc1,0.8866144
CN1CCN(c2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCOc3ccccc3)c2)CC1,0.88591635
Cc1c(C(O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C)c2)C3=O)ccc2c1COC2=O,0.4356525
CCc1cccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)n1,0.8974405
CC(C)(O)c1ccc(C(CC2=CCC(=O)NC2)c2ccc(OC(F)F)c(OC3CC3)c2)cn1,0.20626664
Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,0.4445286
CC(C)(O)C#Cc1cnc(Nc2cnc(C#N)cn2)cc1NCC1CNCCO1,0.18939258
CC(c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)C(N)C(=O)N1CCCC1,0.08051525
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4C)n2)CCN(C2COC2)C3)cc1,0.17414555
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nncs2)=NC1c1ccc(F)cc1Br,0.76838255
CCCC1NC(C)C2C(=O)NC(c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)=NN12,0.1440313
c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,0.57517797
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,0.8291766
CCCCNc1ncc2c(-c3ccc(F)cc3)nn(CC3CCC(N)CC3)c2n1,0.7940202
Fc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,0.96794385
CC(C)C(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,0.55535334
Cc1ccc(-c2cnc3c(c2)C2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)cc1,0.5505898
O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,0.9946748
O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,0.34397557
COc1ccc(C2CN(CCC3CCOCC3)CC2CNC(=O)c2cccc(Cl)c2)cc1,0.9160379
C=S(=O)(NC)c1ccc(Nc2ncc(C(F)(F)F)c(NC3CCCC3N(C)C)n2)cc1,0.6400966
CC1CC2CSC(N)=NC2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,0.4646755
CN1CCN(Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2F)CC1,0.18304485
Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1C1CCCCC1,0.9626236
Cc1c(C2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)CC3CO2)ccc(F)c1C#N,0.078315735
